mac_addr,drc_id,pressure_board_temp,pressure_env_port1,pressure_env_port2,pressure_env_port3,pressure_env_port4,latex_board_temp,latex_env_port1,latex_env_port2,latex_env_port3,latex_env_port4,qty,optional_field3,drc_percent_manual,thai_date_created,date_created,probe
846990580,B7:7B:1A:08:13:27,27.5,25119.45,57120.37,32950.8,40478.09,27.5,25121.92,57127.76,32963.16,40466.98,90.1,30,AIR1,2024-08-22 07:30:40.551000,2024-08-22 00:30:40.551000,P1
846990580,B7:7B:1A:08:13:27,27.75,25122.44,57114.97,32959.87,40479.6,27.75,25123.89,57132.07,32962.71,40474.79,90.2,30,AIR1,2024-08-22 07:31:44.885000,2024-08-22 00:31:44.885000,P1
846990580,B7:7B:1A:08:13:27,27.88,25129.26,57133.84,32972.34,40470.65,28,25128.74,57136.38,32978.17,40481.35,90.3,30,AIR1,2024-08-22 07:32:49.608000,2024-08-22 00:32:49.608000,P1
846990580,B7:7B:1A:08:13:27,28.25,25130.2,57113.96,32982.58,40496.27,28.38,25041.71,53803.65,52021.01,21397.86,10.9,30,WATER1,2024-08-22 07:34:31.860000,2024-08-22 00:34:31.860000,P1
846990580,B7:7B:1A:08:13:27,28.38,25139.43,57165.83,33056,40378.63,28.5,25033.42,54043.04,51520.01,21651.17,10.8,30,WATER1,2024-08-22 07:35:31.142000,2024-08-22 00:35:31.142000,P1
846990580,B7:7B:1A:08:13:27,28.5,25143.88,57134.93,33023.21,40476.33,28.63,25028.28,54063.7,51452,21691.36,10.7,30,WATER1,2024-08-22 07:36:20.021000,2024-08-22 00:36:20.021000,P1
846990580,B7:7B:1A:08:13:27,28.75,25144.13,57139.73,33039.81,40452,28.75,25118.58,54967.07,44045.81,28926.51,80.1,30,FINGER1,2024-08-22 07:37:24.319000,2024-08-22 00:37:24.319000,P1
846990580,B7:7B:1A:08:13:27,28.88,25148.15,57143.03,33036.37,40469.23,28.88,25118.5,55047.24,43795.29,29139.97,80.2,30,FINGER1,2024-08-22 07:38:22.481000,2024-08-22 00:38:22.481000,P1
846990580,B7:7B:1A:08:13:27,29,25149.29,57142.79,33010.53,40527.64,29,25122.99,54992.08,43920.51,29062.22,80.3,30,FINGER1,2024-08-22 07:40:01.689000,2024-08-22 00:40:01.689000,P1
846990580,B7:7B:1A:08:13:27,29.38,25155.34,57128.07,33040.19,40485.88,29.25,25045.45,56153.85,41325.04,30892.22,20.1,30,25.9,2024-08-22 07:41:47.190000,2024-08-22 00:41:47.190000,P1
846990580,B7:7B:1A:08:13:27,29.75,25151.32,57129.96,33012.03,40533.86,29.63,25048.72,56014.89,41945.09,30310.13,20.2,30,25.9,2024-08-22 07:43:36.724000,2024-08-22 00:43:36.724000,P1
846990580,B7:7B:1A:08:13:27,29.88,25165.75,57136.08,32963.97,40617.36,30,25059.21,56017.44,41951.72,30326,20.3,30,25.9,2024-08-22 07:44:59.281000,2024-08-22 00:44:59.281000,P1
846990580,B7:7B:1A:08:13:27,30.13,25175.82,57109.57,32913.86,40742.35,30.13,25055.08,55967.19,42155.21,30135.96,20.4,30,25.9,2024-08-22 07:46:05.548000,2024-08-22 00:46:05.548000,P1
846990580,B7:7B:1A:08:13:27,30.13,25177.38,57095.99,32889.81,40796.53,30.25,25052.9,55951.23,42200,30101.28,20.5,30,25.9,2024-08-22 07:47:01.457000,2024-08-22 00:47:01.457000,P1
846990580,B7:7B:1A:08:13:27,30.25,25175.41,57116.7,32939.5,40708.58,30.25,25060.2,56540.69,39397.01,32888.46,21.1,30,35,2024-08-22 07:47:52.483000,2024-08-22 00:47:52.483000,P1
846990580,B7:7B:1A:08:13:27,30.38,25171.99,57092.48,32941.94,40701.84,30.38,25062.1,56550.44,39274.21,33027.79,21.2,30,35,2024-08-22 07:48:49.845000,2024-08-22 00:48:49.845000,P1
846990580,B7:7B:1A:08:13:27,30.5,25182.83,57108.17,32903.81,40797.56,30.5,25063.25,56539.07,39396.56,32903.93,21.3,30,35,2024-08-22 07:49:52.694000,2024-08-22 00:49:52.694000,P1
846990580,B7:7B:1A:08:13:27,30.63,25191.62,57086.59,32892.61,40839.83,30.63,25069.48,56207.91,40884.26,31438.34,22.1,30,34.6,2024-08-22 07:50:58.603000,2024-08-22 00:50:58.603000,P1
846990580,B7:7B:1A:08:13:27,30.75,25189.62,57103.35,32902.73,40822.27,30.75,25073.45,56105.63,41401.69,30947.79,22.2,30,34.6,2024-08-22 07:51:59.868000,2024-08-22 00:51:59.868000,P1
846990580,B7:7B:1A:08:13:27,30.88,25192.57,57076.92,32862.09,40913.93,30.88,25072.32,56195.62,40984.01,31373.82,22.3,30,34.6,2024-08-22 07:52:48.156000,2024-08-22 00:52:48.156000,P1
846990580,B7:7B:1A:08:13:27,31,25193.06,57096.33,32963.61,40750.74,31,25071.77,56298.84,40562.63,31787.45,23.1,30,37.8,2024-08-22 07:53:35.465000,2024-08-22 00:53:35.465000,P1
846990580,B7:7B:1A:08:13:27,31,25197.91,57087.34,32887.95,40901,31,25078.05,56399.66,40112.31,32246.56,23.2,30,37.8,2024-08-22 07:54:17.564000,2024-08-22 00:54:17.564000,P1
846990580,B7:7B:1A:08:13:27,31.13,25199.34,57068.4,32864.59,40939.86,31.13,25075.3,56246.87,40744.01,31627.67,23.3,30,37.8,2024-08-22 07:55:28.524000,2024-08-22 00:55:28.524000,P1
846990580,B7:7B:1A:08:13:27,31.25,25200.67,57076.51,32899.49,40896.62,31.25,25071.82,56528.62,39850.1,32451.23,24.1,30,29.9,2024-08-22 07:56:21.570000,2024-08-22 00:56:21.570000,P1
846990580,B7:7B:1A:08:13:27,31.25,25204,57082.98,32900.39,40923.26,31.38,25073.4,56503.86,39913.77,32410.17,24.2,30,29.9,2024-08-22 07:57:12.274000,2024-08-22 00:57:12.274000,P1
846990580,B7:7B:1A:08:13:27,31.38,25206.31,57087.64,32888.68,40940.82,31.38,25074.56,56488.39,40146.18,32158.5,24.3,30,29.9,2024-08-22 07:58:07.244000,2024-08-22 00:58:07.244000,P1
846990580,B7:7B:1A:08:13:27,31.5,25210.71,57092.49,32918.85,40904.64,31.5,25096,56558.1,39050.81,33427.95,25.1,30,39.6,2024-08-22 07:59:01.786000,2024-08-22 00:59:01.786000,P1
846990580,B7:7B:1A:08:13:27,31.63,25209.83,57085.11,32908.95,40936.14,31.63,25094.66,56558.14,39045.66,33446.15,25.2,30,39.6,2024-08-22 07:59:45.941000,2024-08-22 00:59:45.941000,P1
846990580,B7:7B:1A:08:13:27,31.63,25211.75,57094.73,32969.74,40834.13,31.63,25094.37,56532.53,39311.43,33163.83,25.3,30,39.6,2024-08-22 08:00:28.637000,2024-08-22 01:00:28.637000,P1
846990580,B7:7B:1A:08:13:27,31.75,25210.76,57094.56,32922.62,40909.28,31.63,25092,56690.19,38532.89,33960.71,26.1,30,44.5,2024-08-22 08:01:37.153000,2024-08-22 01:01:37.153000,P1
846990580,B7:7B:1A:08:13:27,31.75,25206.36,57085.82,32940.16,40913.78,31.88,25093.6,56662.88,38753.04,33727.25,26.2,30,44.5,2024-08-22 08:02:22.847000,2024-08-22 01:02:22.847000,P1
846990580,B7:7B:1A:08:13:27,31.88,25209.86,57093.23,32936.18,40903.05,31.88,25097.96,56673.79,38649.6,33844.29,26.3,30,44.5,2024-08-22 08:03:04.070000,2024-08-22 01:03:04.070000,P1
846990580,B7:7B:1A:08:13:27,31.88,25211.6,57092.13,32960.02,40863.34,32,25091.66,56664.77,38666.55,33838.13,26.4,30,44.5,2024-08-22 08:03:54.988000,2024-08-22 01:03:54.988000,P1
846990580,B7:7B:1A:08:13:27,32,25222.12,57081.38,32908.87,40974.14,32,25097.45,56657.48,38759.75,33734.2,26.5,30,44.5,2024-08-22 08:04:36.747000,2024-08-22 01:04:36.747000,P1
846990580,B7:7B:1A:08:13:27,32.13,25224.84,57056.38,32883.86,41035.79,32.13,25098.52,56632.97,38796.65,33718.45,27.1,30,42.9,2024-08-22 08:05:39.236000,2024-08-22 01:05:39.236000,P1
846990580,B7:7B:1A:08:13:27,32.13,25217.64,57068,32919.82,40987.77,32.25,25103.61,56623.64,38932.35,33569.59,27.2,30,42.9,2024-08-22 08:06:23.273000,2024-08-22 01:06:23.273000,P1
846990580,B7:7B:1A:08:13:27,32.25,25223.81,57058.38,32921.04,40984.38,32.25,25102.45,56597.82,39003.26,33510.93,27.3,30,42.9,2024-08-22 08:07:06.341000,2024-08-22 01:07:06.341000,P1
846990580,B7:7B:1A:08:13:27,32.38,25221.73,57065.55,32902.22,41023.36,32.38,25107.07,56627.05,38933.69,33581.07,27.4,30,42.9,2024-08-22 08:07:48.353000,2024-08-22 01:07:48.353000,P1
846990580,B7:7B:1A:08:13:27,32.38,25230.68,57056.88,32890.16,41066.2,32.38,25109.78,56653.17,38752.45,33786.7,27.5,30,42.9,2024-08-22 08:08:32.050000,2024-08-22 01:08:32.050000,P1
846990580,B7:7B:1A:08:13:27,32.38,25225.83,57071,32916.28,40997.29,32.5,25109.45,56482.21,39657.01,32864.59,28.1,30,36.7,2024-08-22 08:09:16.426000,2024-08-22 01:09:16.426000,P1
846990580,B7:7B:1A:08:13:27,32.5,25230.17,57069.31,32939.76,40984.89,32.5,25111.36,56490.84,39572.54,32946.91,28.2,30,36.7,2024-08-22 08:10:10.114000,2024-08-22 01:10:10.114000,P1
846990580,B7:7B:1A:08:13:27,32.75,25228.54,57068.55,32969.27,40936.1,32.63,25106.23,56489.64,39570.36,32975.77,28.3,30,36.7,2024-08-22 08:12:16.343000,2024-08-22 01:12:16.343000,P1
846990580,B7:7B:1A:08:13:27,32.63,25224.19,57078.01,32989.83,40913.61,32.63,25111.5,56530.74,39415.6,33123.47,28.4,30,36.7,2024-08-22 08:12:57.470000,2024-08-22 01:12:57.470000,P1
846990580,B7:7B:1A:08:13:27,32.75,25227.75,57079.46,32988.11,40931.79,32.75,25119,56441.44,39834.39,32697.8,28.5,30,36.7,2024-08-22 08:13:43.192000,2024-08-22 01:13:43.192000,P1
846990580,B7:7B:1A:08:13:27,32.75,25233.9,57064.68,32951.61,40994.38,32.75,25131.04,56557.77,38790.91,33872.47,29.1,30,40.1,2024-08-22 08:14:50.406000,2024-08-22 01:14:50.406000,P1
846990580,B7:7B:1A:08:13:27,32.75,25236.81,57075.19,32961.93,40980.41,32.75,25124.92,56522.58,38978.54,33671.59,29.2,30,40.1,2024-08-22 08:15:41.378000,2024-08-22 01:15:41.378000,P1
846990580,B7:7B:1A:08:13:27,32.75,25227.16,57066.18,32975.82,40964.8,32.75,25127.42,56578.2,38643.85,34035.24,29.3,30,40.1,2024-08-22 08:16:32.433000,2024-08-22 01:16:32.433000,P1
846990580,B7:7B:1A:08:13:27,32.75,25226.39,57076.67,32956.32,40988.95,32.75,25126.54,56553.88,38847.07,33816.25,29.4,30,40.1,2024-08-22 08:17:20.281000,2024-08-22 01:17:20.281000,P1
846990580,B7:7B:1A:08:13:27,32.75,25228.2,57076.86,32946.69,41012.85,32.88,25121.99,56560.16,38771.32,33910.36,29.5,30,40.1,2024-08-22 08:18:17.299000,2024-08-22 01:18:17.299000,P1
846990580,B7:7B:1A:08:13:27,32.88,25233.81,57065.07,32953.68,41015.9,33,25105.45,56484.97,40170.39,32272.5,30.1,30,29.7,2024-08-22 08:21:16.942000,2024-08-22 01:21:16.942000,P1
846990580,B7:7B:1A:08:13:27,33.25,25237.81,57079.33,32976.18,40983.18,33.25,25100.41,56464.95,40288.14,32154.11,30.2,30,29.7,2024-08-22 08:22:08.124000,2024-08-22 01:22:08.124000,P1
846990580,B7:7B:1A:08:13:27,33.25,25237.98,57078.31,32996.52,40956.7,33.25,25098.39,56515.63,40039.09,32413.93,30.3,30,29.7,2024-08-22 08:23:12.203000,2024-08-22 01:23:12.203000,P1
846990580,B7:7B:1A:08:13:27,33.38,25232.88,57066.2,33002.21,40940.2,33.38,25106.71,56489.65,40218.38,32245.52,30.4,30,29.7,2024-08-22 08:24:04.823000,2024-08-22 01:24:04.823000,P1
846990580,B7:7B:1A:08:13:27,33.5,25220.42,57084.58,33070.19,40844.45,33.5,25103.84,56472.78,40206.51,32261.21,30.5,30,29.7,2024-08-22 08:25:04.872000,2024-08-22 01:25:04.872000,P1
846990580,B7:7B:1A:08:13:27,33.63,25236.6,57076.8,33036.16,40920.01,33.63,25127.85,56374.44,39894.11,32743.94,31.1,30,35.1,2024-08-22 08:26:09.626000,2024-08-22 01:26:09.626000,P1
846990580,B7:7B:1A:08:13:27,33.75,25233.79,57070.96,33035.08,40916.81,33.75,25123.62,56383.66,39912.67,32706.69,31.2,30,35.1,2024-08-22 08:27:10.591000,2024-08-22 01:27:10.591000,P1
846990580,B7:7B:1A:08:13:27,33.75,25241.1,57080.43,33066.06,40860.38,33.75,25118.45,56412.08,39833.97,32790.61,31.3,30,35.1,2024-08-22 08:28:32.209000,2024-08-22 01:28:32.209000,P1
846990580,B7:7B:1A:08:13:27,33.75,25229.91,57091.87,33086.01,40832.03,33.75,25120.44,56418.7,39752.68,32876.37,31.4,30,35.1,2024-08-22 08:29:22.749000,2024-08-22 01:29:22.749000,P1
846990580,B7:7B:1A:08:13:27,33.88,25228.92,57094.84,33079.25,40834.7,33.88,25120.53,56351.95,40088.36,32533.27,31.5,30,35.1,2024-08-22 08:30:15.632000,2024-08-22 01:30:15.632000,P1
846990580,B7:7B:1A:08:13:27,33.88,25234.48,57092.96,33083.76,40845.18,33.88,25122.66,56397.26,39955.62,32652.67,32.1,30,35.4,2024-08-22 08:31:06.269000,2024-08-22 01:31:06.269000,P1
846990580,B7:7B:1A:08:13:27,33.88,25238.72,57079.8,33039.86,40917.22,34,25110.89,56363.65,40129.42,32487.72,32.2,30,35.4,2024-08-22 08:31:46.947000,2024-08-22 01:31:46.947000,P1
846990580,B7:7B:1A:08:13:27,34,25241.3,57086.36,33067.77,40874.99,34,25125.27,56343.31,40231.45,32381.48,32.3,30,35.4,2024-08-22 08:32:36.273000,2024-08-22 01:32:36.273000,P1
846990580,B7:7B:1A:08:13:27,34,25233.96,57092.75,33042.75,40912.66,34.13,25119.1,56354.09,40159.77,32458.6,32.4,30,35.4,2024-08-22 08:33:21.383000,2024-08-22 01:33:21.383000,P1
846990580,B7:7B:1A:08:13:27,34.13,25242.73,57079.23,33031.69,40956.06,34.13,25122.57,56352.34,40152.2,32477.66,32.5,30,35.4,2024-08-22 08:34:19.981000,2024-08-22 01:34:19.981000,P1
846990580,B7:7B:1A:08:13:27,34.13,25237.62,57067.41,33039.75,40944.35,34.25,25115.34,56588.23,39530.46,33009.92,33.1,30,33.3,2024-08-22 08:35:17.370000,2024-08-22 01:35:17.370000,P1
846990580,B7:7B:1A:08:13:27,34.25,25235.69,57066.89,33036.99,40937.95,34.25,25111.31,56547.27,39793.76,32728.41,33.2,30,33.3,2024-08-22 08:36:03.621000,2024-08-22 01:36:03.621000,P1
846990580,B7:7B:1A:08:13:27,34.25,25242.05,57074.05,33032.21,40958.28,34.25,25117.5,56624.5,39346.4,33201.49,33.3,30,33.3,2024-08-22 08:36:57.114000,2024-08-22 01:36:57.114000,P1
846990580,B7:7B:1A:08:13:27,34.38,25240.26,57062.7,32999.27,41016.69,34.38,25111.43,56603.98,39473.77,33072.31,33.4,30,33.3,2024-08-22 08:38:41.724000,2024-08-22 01:38:41.724000,P1
846990580,B7:7B:1A:08:13:27,34.38,25238.61,57066.93,33025.98,40979.62,34.38,25110.33,56557.46,39755.98,32770.61,33.5,30,33.3,2024-08-22 08:39:25.216000,2024-08-22 01:39:25.216000,P1
846990580,B7:7B:1A:08:13:27,34.38,25239.45,57070.11,33042,40935.66,34.38,25113.78,56402.02,40190.71,32392.11,34.1,30,33.4,2024-08-22 08:40:32.942000,2024-08-22 01:40:32.942000,P1
846990580,B7:7B:1A:08:13:27,34.38,25241.54,57070.37,33036.01,40948.57,34.38,25112.34,56427.28,40120.83,32465.95,34.2,30,33.4,2024-08-22 08:41:26.642000,2024-08-22 01:41:26.642000,P1
846990580,B7:7B:1A:08:13:27,34.5,25237.94,57076.77,33021.93,40977.96,34.5,25115.27,56371.8,40346.68,32237.23,34.3,30,33.4,2024-08-22 08:42:59.426000,2024-08-22 01:42:59.426000,P1
846990580,B7:7B:1A:08:13:27,34.5,25238.5,57085.48,33055.09,40927.46,34.5,25116.31,56411.24,40235.98,32343.72,34.4,30,33.4,2024-08-22 08:44:14.407000,2024-08-22 01:44:14.407000,P1
846990580,B7:7B:1A:08:13:27,34.63,25239.13,57074.3,33043.38,40970.46,34.5,25116,56440.07,40065.62,32525.18,34.5,30,33.4,2024-08-22 08:44:51.592000,2024-08-22 01:44:51.592000,P1
846990580,B7:7B:1A:08:13:27,34.63,25249.1,57060.58,32992.03,41047.57,34.63,25119.79,56539.46,39476.65,33156.23,35.1,30,36.9,2024-08-22 08:45:53.058000,2024-08-22 01:45:53.058000,P1
846990580,B7:7B:1A:08:13:27,34.75,25238.53,57062.1,33044.21,40958.96,34.75,25122.54,56532.09,39603.32,33010.81,35.2,30,36.9,2024-08-22 08:47:24.183000,2024-08-22 01:47:24.183000,P1
846990580,B7:7B:1A:08:13:27,34.75,25249.45,57067.4,33022.12,41018.35,34.75,25118.21,56483.81,39768.12,32851.84,35.3,30,36.9,2024-08-22 08:48:06.280000,2024-08-22 01:48:06.280000,P1
846990580,B7:7B:1A:08:13:27,34.88,25243.72,57078.17,33062.71,40940.36,34.88,25120.96,56526.59,39639.43,32985,35.3,30,36.9,2024-08-22 08:48:52.913000,2024-08-22 01:48:52.913000,P1
846990580,B7:7B:1A:08:13:27,34.88,25243.71,57076.91,33052.09,40954.67,34.88,25125.9,56521.81,39676.38,32950,35.4,30,36.9,2024-08-22 08:49:35.568000,2024-08-22 01:49:35.568000,P1
846990580,B7:7B:1A:08:13:27,34.88,25249.96,57064.83,33028,41034.61,34.88,25127.24,56531.35,39498.46,33148.45,35.5,30,36.9,2024-08-22 08:50:20.512000,2024-08-22 01:50:20.512000,P1
846990580,B7:7B:1A:08:13:27,35,25252.16,57043.47,32998.88,41087.99,35,25128.63,56253.92,40718.2,31959.09,36.1,30,34.9,2024-08-22 08:51:22.370000,2024-08-22 01:51:22.370000,P1
846990580,B7:7B:1A:08:13:27,35.13,25250.33,57071.99,33078.37,40947.27,35.13,25134.03,56229.59,40882.58,31777.99,36.2,30,34.9,2024-08-22 08:52:06.510000,2024-08-22 01:52:06.510000,P1
846990580,B7:7B:1A:08:13:27,35.13,25248.19,57060.3,33015.29,41046.09,35.13,25131.34,56180.66,41152.32,31509.47,36.3,30,34.9,2024-08-22 08:52:47.782000,2024-08-22 01:52:47.782000,P1
846990580,B7:7B:1A:08:13:27,35.13,25250.25,57075.19,33063.66,40980.35,35.13,25123.63,56165.66,41181.41,31489.07,36.4,30,34.9,2024-08-22 08:53:26.621000,2024-08-22 01:53:26.621000,P1
846990580,B7:7B:1A:08:13:27,35.13,25241.3,57080.52,33041.97,40996.58,35.13,25131.6,56213.71,41005.06,31656.31,36.5,30,34.96,2024-08-22 08:54:00.149000,2024-08-22 01:54:00.149000,P1
846990580,B7:7B:1A:08:13:27,35.13,25242.02,57081.35,33046.52,40980.36,35.13,25118.71,56387.54,40506.51,32089.11,37.1,30,33.3,2024-08-22 08:54:45.855000,2024-08-22 01:54:45.855000,P1
846990580,B7:7B:1A:08:13:27,35.13,25247.26,57077.95,33059.65,40970.9,35.25,25115.71,56334.31,40808.95,31767.72,37.2,30,33.3,2024-08-22 08:55:28.647000,2024-08-22 01:55:28.647000,P1
846990580,B7:7B:1A:08:13:27,35.13,25245.7,57072.09,33040.55,40995.88,35.25,25116.46,56349.04,40658.76,31933.31,37.3,30,33.3,2024-08-22 08:56:02.280000,2024-08-22 01:56:02.280000,P1
846990580,B7:7B:1A:08:13:27,35.25,25251.24,57071.5,33043.75,41011.22,35.25,25116.69,56324.36,40823.87,31749.31,37.4,30,33.3,2024-08-22 08:56:48.581000,2024-08-22 01:56:48.581000,P1
846990580,B7:7B:1A:08:13:27,35.25,25241.83,57065.49,33030.56,41028.91,35.25,25119.04,56382.31,40579.24,32001.66,37.5,30,33.3,2024-08-22 08:57:21.038000,2024-08-22 01:57:21.038000,P1
846990580,B7:7B:1A:08:13:27,35.25,25243.61,57058.35,33020.01,41048.03,35.25,25115.45,56498.52,39893.43,32702.57,38.1,30,33.5,2024-08-22 09:00:03.260000,2024-08-22 02:00:03.260000,P1
846990580,B7:7B:1A:08:13:27,35.38,25233.82,57064.09,33042.32,40999.65,35.38,25114.98,56440.04,40257.79,32319.03,38.2,30,33.5,2024-08-22 09:00:49.118000,2024-08-22 02:00:49.118000,P1
846990580,B7:7B:1A:08:13:27,35.38,25242.71,57041.85,32980.89,41108.4,35.38,25118.43,56458.13,40154,32430.56,38.3,30,33.5,2024-08-22 09:01:36.995000,2024-08-22 02:01:36.995000,P1
846990580,B7:7B:1A:08:13:27,35.5,25247.8,57049.37,32994.15,41094.94,35.5,25128.01,56250.79,40586.53,32121.64,40.1,30,33.1,2024-08-22 09:02:41.821000,2024-08-22 02:02:41.821000,P1
846990580,B7:7B:1A:08:13:27,35.5,25249.89,57048.69,33001.64,41103.3,35.5,25133.27,56275.79,40593.24,32119.58,40.2,30,33.1,2024-08-22 09:03:26.059000,2024-08-22 02:03:26.059000,P1
846990580,B7:7B:1A:08:13:27,35.5,25253.06,57042.01,33040,41063.89,35.5,25127.26,56261.62,40537.64,32176.18,40.3,30,33.1,2024-08-22 09:04:07.877000,2024-08-22 02:04:07.877000,P1
846990580,B7:7B:1A:08:13:27,35.5,25258.04,57023.84,32997.89,41171.27,35.63,25128.71,56459.31,39837.98,32844.91,39.1,30,35.3,2024-08-22 09:05:13.862000,2024-08-22 02:05:13.862000,P1
846990580,B7:7B:1A:08:13:27,35.63,25260.22,57035.2,32992.52,41158.71,35.63,25135.64,56433.04,39987.34,32704.39,39.2,30,35.3,2024-08-22 09:05:49.306000,2024-08-22 02:05:49.306000,P1
846990580,B7:7B:1A:08:13:27,35.75,25268.54,57035.7,33008.31,41146.45,35.75,25134.78,56435.54,39987.51,32700.85,39.3,30,35.3,2024-08-22 09:06:44.935000,2024-08-22 02:06:44.935000,P1
846990580,B7:7B:1A:08:13:27,35.75,25260.34,57043.95,33078.94,41034.77,35.88,25139.37,56278.26,40587.09,32149.64,41.1,30,33.7,2024-08-22 09:07:49.207000,2024-08-22 02:07:49.207000,P1
846990580,B7:7B:1A:08:13:27,36,25261.99,57032.18,33031.61,41124.04,36,25135.86,56273.29,40615.8,32123.42,41.2,30,33.7,2024-08-22 09:08:24.902000,2024-08-22 02:08:24.902000,P1
846990580,B7:7B:1A:08:13:27,36,25265.41,57041.53,33057.3,41088.9,36,25137.06,56230.76,40778.16,31958.72,41.3,30,33.7,2024-08-22 09:09:02.115000,2024-08-22 02:09:02.115000,P1
846990580,B7:7B:1A:08:13:27,36.13,25258.87,57054.84,33086.36,41030.79,36.13,25140.86,56155.95,41370.01,31320.4,42.1,30,32.1,2024-08-22 09:09:45.956000,2024-08-22 02:09:45.956000,P1
846990580,B7:7B:1A:08:13:27,36.25,25271.92,56992.04,32968.05,41266.48,36.38,25140.34,56079.07,41827.73,30868.28,42.2,30,32.1,2024-08-22 09:11:05.200000,2024-08-22 02:11:05.200000,P1
846990580,B7:7B:1A:08:13:27,36.38,25265.53,57043.44,33120.05,40989.51,36.38,25135.66,56083.53,41794.19,30902.04,42.3,30,32.1,2024-08-22 09:11:51.271000,2024-08-22 02:11:51.271000,P1
846990580,B7:7B:1A:08:13:27,36.25,25267.22,57041.23,33103.87,41029.85,36.38,25153.56,56365.8,40213.9,32558.09,43.1,30,38.9,2024-08-22 09:12:43.231000,2024-08-22 02:12:43.231000,P1
846990580,B7:7B:1A:08:13:27,36.38,25261.07,57055.84,33145.77,40963.11,36.38,25143.44,56274.51,40656.75,32092.12,43.2,30,38.9,2024-08-22 09:13:30.096000,2024-08-22 02:13:30.096000,P1
846990580,B7:7B:1A:08:13:27,36.38,25269.95,57022.48,33071.79,41099.09,36.38,25145.06,56325.61,40408.63,32337.37,43.3,30,38.9,2024-08-22 09:14:11.888000,2024-08-22 02:14:11.888000,P1
846990580,B7:7B:1A:08:13:27,36.5,25258,57043.99,33163.83,40940.07,36.5,25143.03,56427.47,40118.29,32616.24,44.1,30,33.3,2024-08-22 09:15:24.039000,2024-08-22 02:15:24.039000,P1
846990580,B7:7B:1A:08:13:27,36.5,25268.47,57027.25,33065.19,41124.6,36.5,25141.66,56375.28,40358.3,32373.83,44.2,30,33.3,2024-08-22 09:16:03.009000,2024-08-22 02:16:03.009000,P1
846990580,B7:7B:1A:08:13:27,36.5,25269.43,57023.29,33047.64,41149.69,36.5,25138.35,56367.34,40486.79,32221.49,44.3,30,33.3,2024-08-22 09:16:35.972000,2024-08-22 02:16:35.972000,P1
846990580,B7:7B:1A:08:13:27,36.5,25258.59,57023.45,33065.34,41099.55,36.63,25151.69,56172.92,40797.69,32034.87,45.1,30,27.6,2024-08-22 09:17:29.977000,2024-08-22 02:17:29.977000,P1
846990580,B7:7B:1A:08:13:27,36.5,25264.65,57014.46,33041,41162.59,36.63,25144.35,56102.05,41049,31787.45,45.2,30,27.6,2024-08-22 09:18:19.887000,2024-08-22 02:18:19.887000,P1
846990580,B7:7B:1A:08:13:27,36.63,25265.52,57014.8,33035.48,41166.31,36.63,25148.82,56093.17,41055.08,31776.77,45.3,30,27.6,2024-08-22 09:19:06.052000,2024-08-22 02:19:06.052000,P1
846990580,B7:7B:1A:08:13:27,36.63,25261.86,57015.1,33018.03,41175.12,36.63,25134.04,55878.64,42524.27,30238.38,48.1,30,23.9,2024-08-22 09:20:30.117000,2024-08-22 02:20:30.117000,P1
846990580,B7:7B:1A:08:13:27,36.63,25260.15,57026.69,33056.29,41117.39,36.63,25130.41,55855.7,42596.5,30172.79,48.2,30,23.9,2024-08-22 09:21:06.759000,2024-08-22 02:21:06.759000,P1
846990580,B7:7B:1A:08:13:27,36.75,25251.38,57054.42,33120.69,40995.64,36.63,25139.52,55886.51,42464.23,30300.17,48.3,30,23.9,2024-08-22 09:21:42.983000,2024-08-22 02:21:42.983000,P1
846990580,B7:7B:1A:08:13:27,36.75,25257.6,57046.39,33100.21,41032.55,36.75,25141.49,56532.34,39337.57,33469.47,46.1,30,36.5,2024-08-22 09:22:21.787000,2024-08-22 02:22:21.787000,P1
846990580,B7:7B:1A:08:13:27,36.75,25255.07,57023.86,33120.42,41025.69,36.75,25138.21,56429.14,39909.8,32859,46.2,30,36.5,2024-08-22 09:23:01.535000,2024-08-22 02:23:01.535000,P1
846990580,B7:7B:1A:08:13:27,36.88,25263.78,57024.13,33093.29,41090.6,36.88,25134.74,56418.79,39951.08,32821.43,46.3,30,36.5,2024-08-22 09:23:43.000000,2024-08-22 02:23:43.000000,P1
846990580,B7:7B:1A:08:13:27,36.88,25259.93,57033.84,33087.54,41074.37,36.88,25156.2,56380.6,39586.84,33306.16,47.1,30,33.2,2024-08-22 09:24:28.112000,2024-08-22 02:24:28.112000,P1
846990580,B7:7B:1A:08:13:27,37,25262.79,57022.91,33115.16,41046.84,37,25148.01,56338.01,39933.6,32933.25,47.2,30,33.2,2024-08-22 09:25:10.715000,2024-08-22 02:25:10.715000,P1
846990580,B7:7B:1A:08:13:27,37,25265.62,57019.42,33063.9,41130.65,37,25152.63,56321.8,40008.48,32867.71,47.3,30,33.2,2024-08-22 09:25:51.460000,2024-08-22 02:25:51.460000,P1
846990580,B7:7B:1A:08:13:27,37.13,25264.05,57032.81,33139.25,41004.32,37.13,25167.79,56930.7,36750.19,36317.99,49.1,30,31.1,2024-08-22 09:26:33.351000,2024-08-22 02:26:33.351000,P1
